x,y,c
209.053,79.0619,3
279.046,149.037,1
242.006,112.063,1
195.049,65.0281,3
154.021,24.017,4
251.043,121.001,1
155.019,25.0186,4
327.003,197.026,0
274.054,144.02,1
223.062,93.0011,3
149.027,19.0116,4
202.019,72.0355,3
200.027,70.0625,3
255.043,125.022,1
150.021,20.0265,4
241.038,111.011,1
103.026,373.051,2
266.042,136.037,1
225.052,95.0184,3
158.017,28.0018,4
236.018,106.051,1
142.052,12.0439,4
276.058,146.055,1
247.055,117.001,1
295.014,165.032,0
247.043,117.035,1
225.025,95.0347,3
334.002,204.038,0
236.028,106.034,1
147.045,17.0459,4
56.0032,326.046,2
286.029,156.055,0
100.062,370.01,2
132.004,2.05243,4
35.0005,305.048,2
131.061,1.03192,4
204.047,74.0508,3
206.001,76.0272,3
136.034,6.02931,4
242.037,112.047,1
123.062,393.01,2
225.059,95.0146,3
237.013,107.013,1
271.06,141.057,1
217.016,87.0473,3
218.034,88.0462,3
190.008,60.0502,3
144.061,14.0325,4
233.058,103.039,1
87.0425,357.055,2
242.044,112.065,1
252.041,122.002,1
176.021,46.055,4
208.034,78.0343,3
142.055,12.0491,4
119.027,389.024,2
148.039,18.0113,4
299.043,169.036,0
192.03,62.0381,3
212.051,82.0538,3
117.036,387.023,2
217.039,87.0386,3
166.033,36.0245,4
187.045,57.0348,3
118.052,388.046,2
195.015,65.0207,3
169.035,39.0413,4
251.052,121.006,1
242.056,112.034,1
224.051,94.0436,3
302.058,172.02,0
85.0264,355.063,2
118.002,388.039,2
273.041,143.065,1
174.003,44.018,4
205.054,75.0128,3
170.05,40.0484,4
215.046,85.0261,3
278.034,148.064,1
175.033,45.0106,4
174.042,44.0116,4
356.057,226.046,0
220.002,90.0405,3
196.001,66.0384,3
210.032,80.0277,3
150.041,20.0467,4
214.06,84.0056,3
142.063,12.0009,4
209.048,79.0416,3
203.018,73.0505,3
237.056,107.037,1
279.01,149.028,1
113.024,383.05,2
218.002,88.0514,3
341.036,211.017,0
215.053,85.0471,3
273.015,143.064,1
300.06,170.013,0
156,26.0619,4
188.037,58.0182,3
272.006,142.015,1
161.022,31.0364,4
172.014,42.0081,4
284.03,154.05,0
208.005,78.0471,3
173.054,43.0475,4
47.0425,317,2
278.023,148.059,1
236.014,106.061,1
169.012,39.0543,4
215.065,85.0451,3
265.022,135.063,1
144.024,14.0214,4
112.003,382.031,2
220.039,90.0099,3
144.065,14.0033,4
176.038,46.0512,4
130.044,0.059799,4
211.059,81.0651,3
211.054,81.0368,3
108.044,378.039,2
202.029,72.0063,3
222.058,92.0015,3
222.005,92.0225,3
174.056,44.0298,4
185.022,55.0551,3
233.061,103.007,1
110.038,380.026,2
101.019,371.049,2
278.025,148.035,1
285.065,155.059,0
159.043,29.0156,4
109.011,379.011,2
251.063,121.009,1
136.051,6.02736,4
241.005,111.01,1
182.045,52.0252,3
146.014,16.0225,4
64.0309,334.028,2
115.037,385.002,2
322.051,192.019,0
199.014,69.012,3
156.004,26.0169,4
105.03,375.039,2
244.059,114.013,1
235.033,105.034,1
196.019,66.0364,3
161.021,31.0612,4
258.051,128.049,1
71.0071,341.004,2
141.007,11.0535,4
100.055,370.064,2
226.007,96.0402,3
279.014,149.063,1
268.042,138.064,1
280.014,150.012,1
248.056,118.015,1
287.014,157.005,0
244.027,114.025,1
162.05,32.0303,4
94.0085,364.005,2
276.035,146.031,1
91.0213,361.046,2
181.046,51.0196,4
184.015,54.0155,3
206.048,76.0491,3
277.029,147.057,1
267.002,137.035,1
209.008,79.0204,3
174.041,44.0184,4
198.048,68.0004,3
240.011,110.017,1
298.032,168.06,0
219.026,89.0271,3
205.016,75.0487,3
68.0545,338.041,2
332.014,202.019,0
324.011,194.014,0
226.025,96.0487,3
229.065,99.0577,3
143.043,13.0489,4
238.01,108.024,1
173.027,43.0066,4
212.017,82.0419,3
60.0236,330.004,2
254.046,124.02,1
149.066,19.0586,4
257.057,127.014,1
220.006,90.063,3
348.043,218.038,0
233.051,103.015,1
108.002,378.045,2
265.003,135.023,1
127.052,397.007,2
195.009,65.0305,3
211.034,81.0605,3
162.05,32.0574,4
32.0355,302.063,2
220.036,90.0258,3
263.037,133.049,1
334.018,204.003,0
211.062,81.0319,3
257.028,127.046,1
263.041,133.058,1
166.018,36.0629,4
202.043,72.0156,3
193.005,63.0593,3
170.025,40.0353,4
320.029,190.026,0
104.033,374.062,2
173.023,43.038,4
200.012,70.0445,3
170.012,40.0495,4
212.059,82.0194,3
303.009,173.039,0
201.054,71.0193,3
380.027,250.009,0
178.006,48.0381,4
267.037,137.045,1
326.008,196.018,0
132.015,2.03873,4
214,84.0123,3
123.054,393.035,2
234.003,104.047,1
191.033,61.019,3
244.012,114.041,1
284.052,154.019,0
116.01,386.047,2
205.047,75.0077,3
139.009,9.04186,4
233.063,103.005,1
142.026,12.0642,4
208.046,78.0614,3
173.012,43.028,4
188.021,58.0583,3
249.004,119.057,1
195.064,65.0429,3
319.016,189.009,0
251.008,121.014,1
204.064,74.0456,3
237.056,107.043,1
196.037,66.0076,3
163.063,33.0578,4
239.019,109.017,1
299.048,169.023,0
288.014,158.039,0
178.011,48.0171,4
201.045,71.0062,3
249.056,119.057,1
182.043,52.0505,3
107.049,377.047,2
60.0452,330.061,2
119.049,389.01,2
125.062,395.035,2
184.023,54.0561,3
136.027,6.00992,4
168.003,38.0626,4
239.02,109.011,1
266.062,136.015,1
349.054,219.029,0
255.025,125.037,1
123.006,393.059,2
214.003,84.0148,3
221.044,91.0541,3
270.038,140.013,1
305.025,175.005,0
219.06,89.0282,3
233.022,103.054,1
170.018,40.021,4
288.049,158.024,0
222.062,92.0541,3
136.03,6.02282,4
187.055,57.0353,3
304.001,174.011,0
365.015,235.028,0
225.057,95.0445,3
187.002,57.0445,3
214.056,84.0165,3
45.0582,315.016,2
217.031,87.0378,3
146.063,16.0085,4
273.048,143.024,1
115.044,385.053,2
126.002,396.021,2
114.005,384.048,2
202.03,72.0646,3
209.014,79.0299,3
319.043,189.027,0
251.029,121.047,1
79.0227,349.06,2
271.033,141.018,1
207.064,77.0631,3
77.0301,347.028,2
227.051,97.0079,3
174.047,44.0232,4
251.064,121.018,1
182.048,52.0558,3
102.044,372.062,2
251.033,121.04,1
154.001,24.0628,4
190.052,60.0228,3
182.006,52.0608,3
290.01,160.041,0
198.038,68.042,3
104.061,374.055,2
182.004,52.0338,3
188.03,58.0608,3
176.047,46.0102,4
194.016,64.0305,3
210.024,80.0358,3
205.014,75.0597,3
221.018,91.044,3
169.04,39.0396,4
161.05,31.023,4
282.019,152.016,1
144.02,14.0177,4
120.034,390.035,2
250.058,120.046,1
147.016,17.0205,4
86.0203,356.055,2
240.034,110.02,1
134.004,4.00529,4
72.0418,342.025,2
301.016,171.021,0
144.002,14.0287,4
192.028,62.0632,3
90.0253,360.011,2
215.025,85.0451,3
154.04,24.0489,4
276.017,146.003,1
244.01,114.013,1
233.021,103.011,1
283.002,153.014,1
174.032,44.0401,4
238.02,108.012,1
173.006,43.0399,4
171.056,41.0443,4
224.032,94.0412,3
159.013,29.0048,4
175.056,45.0025,4
246.058,116.001,1
194.009,64.0007,3
314.035,184.054,0
125.041,395.046,2
165.022,35.053,4
212.015,82.0174,3
234.017,104.049,1
212.024,82.014,3
251.016,121.054,1
97.0572,367.038,2
270.019,140.007,1
202.054,72.044,3
251.021,121.048,1
193.051,63.0563,3
307.051,177.029,0
201.032,71.0454,3
271.037,141.063,1
208.006,78.0224,3
248.063,118.038,1
232.025,102.055,1
286.021,156.037,0
210.031,80.0577,3
73.0436,343.025,2
281.015,151.063,1
84.025,354.03,2
100.034,370.063,2
107.004,377.05,2
113.044,383.012,2
226.026,96.0329,3
318.045,188.064,0
151.018,21.0322,4
113.029,383.053,2
240.057,110.013,1
105.025,375.029,2
194.053,64.0486,3
251.034,121.024,1
250.021,120.006,1
134.047,4.00914,4
180.004,50.0324,4
87.0496,357.016,2
207.024,77.0598,3
112.026,382.021,2
66.0164,336.013,2
277.039,147.002,1
185.062,55.0241,3
184.027,54.0317,3
237.043,107.022,1
174.049,44.0247,4
137.061,7.05945,4
160.042,30.0286,4
144.059,14.0471,4
256.064,126.059,1
249.041,119.053,1
240.042,110.034,1
252.042,122.055,1
145.026,15.0327,4
183.007,53.0472,3
243.005,113.019,1
331.003,201.024,0
239.063,109.011,1
160.036,30.0062,4
305.039,175.002,0
87.051,357.05,2
125.058,395.008,2
132.035,2.03295,4
340.008,210.059,0
221.032,91.0419,3
240.024,110.051,1
219.024,89.0402,3
224.059,94.0344,3
166.058,36.0088,4
98.0496,368.006,2
192.054,62.0156,3
133.051,3.02268,4
148.065,18.0455,4
205.001,75.0597,3
129.048,399.06,2
164.03,34.0129,4
185.014,55.0555,3
149.018,19.0544,4
138.026,8.0512,4
183.05,53.0455,3
227.01,97.0585,3
142.035,12.0256,4
265.057,135.055,1
216.015,86.0335,3
278.027,148.043,1
224.012,94.0381,3
107.025,377.046,2
337.026,207.043,0
183.058,53.0436,3
84.0361,354.018,2
220.026,90.0368,3
316.05,186.02,0
328.004,198.028,0
221.053,91.0466,3
306.037,176.062,0
251.016,121.048,1
382.035,252.045,0
212.006,82.0282,3
153.061,23.0254,4
84.0328,354.032,2
129.048,399.049,2
230.021,100.007,3
263.034,133.019,1
189.042,59.0575,3
281.029,151.024,1
236.026,106.015,1
198.004,68.0248,3
102.064,372.017,2
121.047,391.05,2
217.033,87.042,3
177.04,47.0432,4
196.001,66.0546,3
68.0125,338.041,2
126.063,396.017,2
287.008,157.052,0
298.05,168.061,0
148.007,18.0271,4
237.044,107.042,1
270.017,140.012,1
336.001,206.061,0
108.017,378.003,2
158.065,28.0065,4
223.013,93.022,3
216.018,86.0206,3
284.048,154.064,0
162.065,32.0337,4
213.004,83.0092,3
155.028,25.034,4
192.027,62.0173,3
179.001,49.013,4
178.008,48.0158,4
122.023,392.04,2
208.023,78.0573,3
243.008,113.021,1
209.011,79.042,3
17.0626,287.058,2
220.034,90.0462,3
237.065,107.051,1
49.035,319.008,2
126.041,396.061,2
325.042,195.051,0
231.007,101.036,1
255.04,125.013,1
170.049,40.0542,4
243.001,113.043,1
121.037,391.055,2
310.002,180.044,0
135.056,5.02456,4
338.04,208.008,0
208.04,78.0505,3
72.0449,342.002,2
282.054,152.047,1
273.056,143.04,1
296.051,166.009,0
54.0232,324.012,2
135.055,5.03831,4
182.045,52.0565,3
229.03,99.0378,3
110.032,380.019,2
353.015,223.008,0
227.009,97.0618,3
272.063,142.023,1
234.043,104.054,1
230.021,100.065,3
136.016,6.03348,4
169.035,39.0252,4
197.028,67.0619,3
168.001,38.0075,4
163.01,33.0591,4
137.003,7.01616,4
168.055,38.0532,4
315.042,185.035,0
161.05,31.0381,4
219.062,89.0268,3
231.053,101.041,1
121.01,391.061,2
170.007,40.059,4
183.008,53.055,3
254.059,124.02,1
221.012,91.0618,3
154.037,24.0175,4
311.031,181.044,0
129.033,399.013,2
96.0016,366.024,2
245.023,115.009,1
184.023,54.0499,3
280.025,150.013,1
252.046,122.044,1
136.006,6.03044,4
216.027,86.0061,3
266.049,136.011,1
130.063,0.044855,4
260.014,130.033,1
239.01,109.038,1
257.061,127.042,1
217.026,87.0161,3
201.046,71.0068,3
151.042,21.0376,4
199.055,69.0609,3
304.03,174.005,0
253.02,123.056,1
249.047,119.013,1
363.055,233.03,0
110.052,380.022,2
174.008,44.0517,4
217.006,87.0165,3
289.002,159.05,0
102.016,372.042,2
190.033,60.0327,3
217.056,87.0245,3
239.044,109.022,1
122.033,392.017,2
178.025,48.0496,4
153.03,23.0477,4
219.03,89.0443,3
294.01,164.002,0
137.032,7.00834,4
276.009,146.016,1
244.062,114.051,1
296.048,166.008,0
176.022,46.0092,4
296.017,166.026,0
103.007,373.008,2
237.054,107.038,1
223.044,93.0616,3
252.021,122.059,1
204.062,74.064,3
172.042,42.0329,4
73.0498,343.036,2
143.012,13.0543,4
233.054,103.026,1
208.014,78.0014,3
203.061,73.01,3
121.011,391.006,2
197.034,67.026,3
258.032,128.045,1
106.001,376.064,2
237.051,107.015,1
161.033,31.0644,4
206.057,76.0481,3
267.049,137.051,1
232.03,102.062,1
248.061,118.016,1
192.043,62.0301,3
186.015,56.0638,3
334.028,204.06,0
256.01,126.038,1
302.005,172.041,0
251.063,121.051,1
181.031,51.0483,4
215.056,85.0458,3
203.021,73.0349,3
213.007,83.0126,3
248.041,118.063,1
184.012,54.0054,3
88.055,358.032,2
237.003,107.028,1
182.04,52.0508,3
163.024,33.0652,4
129.01,399.027,2
145.016,15.0139,4
159.045,29.047,4
228.046,98.0165,3
241.037,111.001,1
214.002,84.0069,3
253.029,123.019,1
292,162.019,0
197.046,67.0588,3
211.001,81.0443,3
145.033,15.041,4
120.053,390.018,2
205.045,75.0172,3
281.058,151.02,1
221.004,91.0284,3
80.0605,350.022,2
155.036,25.0131,4
263.005,133.049,1
202.063,72.0592,3
219.007,89.0054,3
69.0646,339.052,2
158.035,28.0001,4
40.0449,310.02,2
194.005,64.0013,3
192.031,62.0321,3
252.024,122.058,1
118.023,388.026,2
239.004,109.036,1
335.054,205.02,0
155.027,25.0244,4
263.042,133.003,1
167.032,37.0431,4
246.011,116.008,1
222.047,92.0583,3
179.019,49.0298,4
137.044,7.02872,4
314.009,184.055,0
272.039,142.047,1
80.0402,350.003,2
139.038,9.00722,4
233.061,103.022,1
70.0611,340.024,2
182.061,52.058,3
169.063,39.0108,4
168.014,38.0346,4
294.031,164.051,0
116.016,386.008,2
310.033,180.048,0
192.014,62.0423,3
206.04,76.0237,3
254.023,124.063,1
314.047,184.028,0
254.026,124.001,1
303.062,173.026,0
324.002,194.057,0
111.045,381.01,2
331.052,201.04,0
111.021,381.026,2
313.028,183.03,0
148.011,18.0408,4
154.03,24.0167,4
214.022,84.0232,3
165.031,35.0608,4
140.017,10.0501,4
157.062,27.0204,4
248.034,118.055,1
181.061,51.0586,4
295.055,165,0
175.055,45.0046,4
231.043,101.045,1
167.043,37.0317,4
173.042,43.0127,4
162.021,32.0246,4
180.058,50.032,4
239.061,109.038,1
140.021,10.0519,4
95.0513,365.007,2
308.039,178.012,0
261.004,131.046,1
217.013,87.0276,3
225.044,95.0316,3
325.02,195.036,0
153.038,23.0654,4
123.018,393.063,2
85.0114,355.029,2
198.065,68.0175,3
279.047,149.018,1
229.061,99.0535,3
222.026,92.0329,3
195.03,65.0612,3
287.006,157.004,0
160.021,30.0624,4
235.014,105.05,1
167.06,37.0115,4
295.04,165.003,0
201.016,71.0617,3
286.056,156.012,0
247.051,117.052,1
219.01,89.0346,3
325.012,195.005,0
279.062,149.003,1
136.015,6.02812,4
254.033,124.042,1
258.049,128.012,1
221.036,91.0255,3
125.014,395.028,2
233.039,103.028,1
281.044,151.056,1
178.035,48.0544,4
284.056,154.042,0
164,34.0137,4
282.009,152.011,1
144.008,14.0596,4
256.028,126.033,1
93.0226,363.039,2
277.063,147.006,1
277.031,147.005,1
342.03,212.041,0
127.061,397.016,2
130.011,0.005434,4
130.003,0.053969,4
122.033,392.038,2
251.051,121.015,1
265.05,135.051,1
96.0283,366.038,2
283.048,153.055,1
69.003,339.026,2
332.044,202.042,0
247.023,117.029,1
318.023,188.058,0
317.018,187.032,0
118.038,388.055,2
256.003,126.057,1
310.024,180.004,0
233.005,103.028,1
219.038,89.0027,3
230.06,100.051,3
173.038,43.0342,4
194.012,64.019,3
190.012,60.0413,3
231.031,101.053,1
208.024,78.0341,3
296.001,166.007,0
154.007,24.0401,4
144.05,14.0421,4
173.063,43.0575,4
209.003,79.063,3
209.057,79.0192,3
95.0539,365.042,2
187.008,57.0132,3
201.051,71.0257,3
253.06,123.022,1
57.003,327.015,2
135.031,5.02752,4
153.008,23.0081,4
249.004,119.061,1
199.017,69.0433,3
190.062,60.0353,3
204.013,74.0262,3
264.027,134.01,1
197.061,67.0197,3
239.057,109.05,1
208.019,78.0365,3
124.054,394.039,2
103.003,373.026,2
142.009,12.0259,4
217.013,87.0422,3
135.065,5.00531,4
49.0159,319.063,2
284.055,154.005,0
269.013,139.01,1
249.025,119.064,1
278.026,148.027,1
227.05,97.0241,3
137.032,7.01593,4
38.0369,308.012,2
179.06,49.0599,4
199.045,69.0491,3
232.05,102.061,1
129.062,399.009,2
261.002,131.042,1
111.056,381.026,2
226.023,96.014,3
149.055,19.019,4
181.018,51.0251,4
231.043,101.031,1
104.062,374.005,2
130.017,0.053054,4
161.043,31.0183,4
276.01,146.045,1
153.061,23.0539,4
261.062,131.038,1
85.014,355.033,2
152.05,22.0321,4
52.0581,322.009,2
128.035,398.044,2
260.015,130.017,1
301.04,171.062,0
162.046,32.0004,4
201.063,71.0609,3
75.0637,345.023,2
103.011,373.021,2
247.021,117.011,1
277.016,147.022,1
280.063,150.018,1
182.012,52.0619,3
133.019,3.05536,4
290.037,160.011,0
221.062,91.0307,3
152.008,22.0443,4
86.0204,356.065,2
141.003,11.0177,4
208.018,78.0212,3
174.029,44.0223,4
130.044,0.007027,4
202.047,72.0649,3
106.015,376.064,2
183.038,53.0456,3
121.02,391.037,2
251.047,121.025,1
120.03,390.062,2
224.036,94.059,3
186.039,56.0559,3
68.0279,338.056,2
224.056,94.021,3
97.0125,367.038,2
77.0314,347.02,2
95.0196,365.033,2
228.009,98.0568,3
225.058,95.0626,3
241.02,111.006,1
200.038,70.0356,3
193.007,63.0278,3
118.065,388.032,2
237.029,107.04,1
86.0066,356.047,2
251.041,121.019,1
255.02,125.014,1
179.047,49.0353,4
213.054,83.0428,3
229.023,99.0373,3
243.04,113.043,1
216.013,86.0181,3
126.06,396.027,2
140.003,10.048,4
140.051,10.056,4
236.048,106.023,1
92.0319,362.053,2
276.06,146.048,1
208.004,78.0025,3
122.028,392.01,2
281.015,151.013,1
173.018,43.0296,4
164.05,34.0643,4
130.063,0.003859,4
122.042,392.049,2
162.041,32.0328,4
151.006,21.0024,4
276.011,146.049,1
123.035,393.04,2
303.045,173.024,0
193.005,63.0216,3
184.049,54.0259,3
139.008,9.01384,4
114.015,384.041,2
221.065,91.0458,3
124.043,394.058,2
276.044,146.047,1
138.045,8.04131,4
312.018,182.022,0
182.036,52.0224,3
268.045,138.038,1
217.043,87.0651,3
217.012,87.0099,3
197.04,67.0357,3
278.013,148.024,1
190.01,60.0432,3
213.045,83.0305,3
242.029,112.009,1
327.015,197.029,0
161.065,31.022,4
255.012,125.024,1
244.051,114.04,1
162.064,32.0254,4
249.038,119.055,1
232,102.062,1
157.017,27.0264,4
226,96.0571,3
303.022,173.022,0
236.01,106.018,1
254.05,124.052,1
115.039,385.039,2
110.007,380.046,2
167.019,37.0461,4
224.045,94.0178,3
242.063,112.036,1
142.034,12.0275,4
232.009,102.005,1
199.017,69.0376,3
193.004,63.0333,3
191.018,61.048,3
101.052,371.044,2
257.063,127.043,1
155.011,25.0468,4
123.032,393.002,2
237.046,107.004,1
170.031,40.0137,4
172.027,42.0655,4
81.0488,351.044,2
118.006,388.027,2
88.0474,358.034,2
312.011,182.061,0
100.042,370.036,2
160.016,30.035,4
206.064,76.0523,3
211.032,81.0442,3
233.044,103.028,1
212.063,82.0014,3
314.013,184.015,0
273.039,143.041,1
307.06,177.041,0
228.056,98.0113,3
193.051,63.0281,3
125.044,395.006,2
243.062,113.037,1
142.046,12.0269,4
330.048,200.065,0
152.044,22.032,4
297.046,167.021,0
79.0414,349.045,2
225.05,95.024,3
156.052,26.0546,4
193.023,63.019,3
58.0057,328.052,2
262.043,132.019,1
212.057,82.0413,3
72.0345,342.033,2
232.049,102.05,1
161.027,31.0207,4
137.065,7.01837,4
249.019,119.005,1
227.058,97.0398,3
159.026,29.0299,4
61.0421,331.041,2
293.042,163.007,0
317.058,187.02,0
133.059,3.04893,4
267.049,137.022,1
287.042,157.052,0
160.056,30.0408,4
191.059,61.0194,3
174.006,44.0183,4
156.022,26.046,4
230.028,100.005,3
147.028,17.0179,4
194.06,64.0577,3
139.008,9.02599,4
133.029,3.0319,4
245.03,115.046,1
193.058,63.0205,3
156.006,26.054,4
230.064,100.035,3
120.055,390.007,2
113.05,383.002,2
248.044,118.017,1
199.057,69.0325,3
196.049,66.0267,3
153.007,23.0492,4
249.037,119.048,1
134.045,4.00325,4
139.047,9.03641,4
198.015,68.0156,3
233.039,103.065,1
30.0629,300.046,2
277.017,147.052,1
148.011,18.0129,4
208.024,78.0511,3
290.064,160.029,0
194.04,64.0403,3
183.006,53.0164,3
244.03,114.051,1
201.027,71.0246,3
273.064,143.047,1
277.057,147.059,1
178.044,48.0249,4
155.057,25.0517,4
103.041,373.038,2
228.019,98.0499,3
228.054,98.0289,3
148.045,18.0438,4
286.024,156.029,0
250.03,120.04,1
183.039,53.0302,3
142.06,12.0387,4
92.0282,362.051,2
184.017,54.0645,3
152.058,22.0585,4
262.024,132.048,1
198.052,68.0397,3
200.05,70.0207,3
204.03,74.0356,3
273.044,143.013,1
112.028,382.017,2
131.021,1.06465,4
162.052,32.0168,4
127.017,397.003,2
201.004,71.0178,3
222.024,92.0443,3
254.049,124.023,1
183.041,53.0405,3
119.021,389.046,2
131.017,1.05574,4
298.058,168.033,0
157.058,27.0072,4
257.03,127.002,1
176.059,46.0259,4
200.004,70.0008,3
282.062,152.035,1
234.065,104.017,1
135.047,5.04213,4
245.039,115.045,1
118.041,388.026,2
258.063,128.01,1
123.022,393.021,2
133.046,3.05025,4
234.032,104.051,1
249.041,119.032,1
78.0624,348.013,2
221.026,91.0433,3
207.023,77.0453,3
219.054,89.0556,3
148.027,18.026,4
162.008,32.02,4
222.037,92.0616,3
148.017,18.0256,4
187.025,57.0469,3
146.023,16.0331,4
243.048,113.044,1
80.0337,350.034,2
207.002,77.026,3
211.02,81.041,3
250.017,120.032,1
262.036,132.03,1
190.023,60.0107,3
250.035,120.023,1
143.003,13.0562,4
290.057,160.009,0
215.052,85.0331,3
107.048,377.031,2
102.012,372.002,2
246.056,116.056,1
290.064,160.033,0
167.022,37.0575,4
108.03,378.054,2
164.042,34.0432,4
225.04,95.0454,3
183.029,53.0196,3
78.0621,348.063,2
115.049,385.034,2
97.0606,367.048,2
239.033,109.022,1
89.005,359.049,2
106.021,376.032,2
276.015,146.059,1
297.039,167.058,0
285.004,155.029,0
104.042,374.037,2
169.023,39.0454,4
152.002,22.008,4
205.022,75.0213,3
159.017,29.0035,4
212.004,82.0018,3
260.007,130.027,1
302.035,172.043,0
270.06,140.031,1
319.059,189.052,0
129.054,399.062,2
251.009,121.056,1
241.01,111.023,1
240.056,110.052,1
168.065,38.0078,4
268.058,138.027,1
250.016,120.034,1
206.049,76.0264,3
97.0138,367.036,2
256.027,126.051,1
156.054,26.0439,4
260.034,130.02,1
240.03,110.041,1
198.056,68.0631,3
202.02,72.0182,3
197.041,67.0139,3
155.018,25.0613,4
209.022,79.0332,3
358.014,228.019,0
150.005,20.0352,4
148.061,18.0444,4
261.038,131.021,1
320.045,190.003,0
283.009,153.017,1
74.063,344.017,2
283.004,153.03,1
268.059,138.019,1
218.036,88.0372,3
294.056,164.034,0
233.025,103.044,1
172.02,42.0293,4
350.054,220.059,0
256.001,126.014,1
250.065,120.035,1
232.048,102.024,1
213.063,83.0424,3
338.013,208.057,0
181.007,51.0181,4
178.058,48.0071,4
193.038,63.0312,3
157.051,27.0646,4
279.048,149.055,1
125.053,395.052,2
210.03,80.0048,3
285.063,155.022,0
208.003,78.0379,3
134.001,4.01925,4
148.06,18.057,4
277.042,147.05,1
235.029,105.048,1
222.058,92.0249,3
242.028,112.058,1
244.022,114.038,1
334.021,204.043,0
126.017,396.046,2
228.031,98.0564,3
203.038,73.0558,3
117.057,387.014,2
70.0013,340.034,2
170.044,40.0224,4
257.051,127.054,1
230,100.003,3
220.051,90.0174,3
355.026,225.018,0
273.014,143.022,1
89.0587,359.035,2
103.029,373.017,2
151.044,21.0191,4
331.053,201.008,0
137.045,7.04583,4
195.015,65.0044,3
192.061,62.0614,3
305.057,175.016,0
215.043,85.0155,3
216.058,86.0341,3
151.062,21.0154,4
183.048,53.0024,3
232.037,102.035,1
114.053,384.017,2
313.003,183.033,0
170.024,40.0236,4
121.013,391.029,2
322.012,192.019,0
175.026,45.02,4
148.002,18.0004,4
214.014,84.0006,3
224.056,94.0051,3
125.002,395.064,2
222.044,92.0373,3
310.052,180.03,0
85.0073,355.061,2
154.051,24.0002,4
193.047,63.0109,3
122.057,392.014,2
156.042,26.0607,4
177.021,47.0144,4
139.021,9.04743,4
213.045,83.0462,3
215.04,85.0335,3
250.011,120.051,1
125.025,395.052,2
265.013,135.012,1
193.025,63.033,3
161.011,31.0051,4
320.045,190.008,0
212.029,82.0614,3
247.021,117.016,1
189.042,59.0236,3
111.01,381.022,2
105.051,375.033,2
237.052,107.065,1
288.041,158.031,0
129.001,399.037,2
163.062,33.0534,4
229.026,99.0624,3
194.048,64.0017,3
212.022,82.0589,3
265.001,135.022,1
151.049,21.0229,4
252.023,122.013,1
214.021,84.0571,3
339.056,209.049,0
208.042,78.0407,3
196.022,66.035,3
110.004,380.028,2
293.045,163.041,0
132.021,2.0379,4
267.043,137.044,1
82.0051,352.007,2
199.045,69.0061,3
294.001,164.065,0
214.02,84.0631,3
211.033,81.0235,3
84.0002,354.045,2
212.013,82.0105,3
264.034,134.018,1
216.048,86.0157,3
188.025,58.0394,3
139.019,9.01541,4
282.022,152.022,1
228.009,98.0573,3
167.019,37.0098,4
138.021,8.03123,4
236.045,106.048,1
238.065,108.03,1
151.034,21.0165,4
236.017,106.044,1
203.056,73.0055,3
264.044,134.046,1
123.014,393.006,2
216.056,86.0216,3
244.056,114.012,1
208.062,78.0637,3
197.006,67.0229,3
202.003,72.0363,3
175.065,45.0159,4
215.053,85.0325,3
56.0306,326.04,2
232.035,102.033,1
200.058,70.0066,3
225.004,95.029,3
123.051,393.062,2
139.056,9.06296,4
93.0339,363.037,2
257.058,127.049,1
188.015,58.0416,3
239.015,109.028,1
220.007,90.0627,3
315.056,185.06,0
69.0503,339.039,2
258.061,128.044,1
173.064,43.0265,4
285.016,155.019,0
253.065,123.003,1
187.06,57.0527,3
202.042,72.0538,3
141.035,11.0258,4
97.0195,367.023,2
264.064,134.009,1
282.052,152.023,1
167.033,37.0254,4
238.003,108.011,1
115.055,385.031,2
207.057,77.0446,3
228.021,98.0562,3
251.037,121.014,1
113.045,383.039,2
131.033,1.05027,4
157.034,27.0184,4
192.031,62.0339,3
142.01,12.0091,4
145.057,15.0389,4
125.043,395.064,2
85.02,355.047,2
116.054,386.004,2
162.062,32.0084,4
313.018,183.029,0
158.051,28.0582,4
116.047,386.02,2
198.063,68.0439,3
247.015,117.019,1
318.06,188.064,0
234.024,104.039,1
167.043,37.0066,4
179.037,49.0176,4
146.002,16.0485,4
67.0195,337.015,2
242.02,112.055,1
178.047,48.0652,4
202.01,72.0611,3
198.013,68.0307,3
260.015,130.033,1
133.026,3.02823,4
116.036,386.059,2
211.002,81.057,3
157.041,27.0319,4
250.034,120.018,1
85.0217,355.002,2
252.059,122.032,1
158.049,28.0049,4
169.021,39.0462,4
263.014,133.039,1
132.017,2.00281,4
238.056,108.052,1
226.008,96.0137,3
145.011,15.0048,4
244.002,114.022,1
263.021,133.065,1
223.035,93.0279,3
253.018,123.051,1
128.04,398.033,2
142.064,12.0008,4
121.022,391.015,2
142.011,12.034,4
139.042,9.06328,4
311.039,181.02,0
173.05,43.031,4
190.051,60.048,3
175.027,45.0087,4
184.057,54.0322,3
270.028,140.009,1
196.032,66.0649,3
110.001,380.009,2
212.032,82.0062,3
68.0637,338.054,2
358.033,228.007,0
94.0326,364.017,2
157.014,27.0331,4
111.063,381.048,2
187.032,57.0095,3
175.062,45.0583,4
109.053,379.03,2
99.0619,369.046,2
242.033,112.006,1
93.0099,363.061,2
203.031,73.0603,3
